Date,COP,CVX,SPY,XLE,XOM
2016-09-14,37.83527374267578,88.47078704833984,202.0700225830078,62.27153396606445,75.8466567993164
2016-09-15,37.87311553955078,89.44160461425781,204.08929443359375,63.04567337036133,76.2770004272461
2016-09-16,37.72172927856445,87.94942474365234,203.30043029785156,62.53621292114258,75.33563232421875
2016-09-19,37.16352462768555,88.12920379638672,203.33859252929688,62.499141693115234,75.15633392333984
2016-09-20,36.9080696105957,87.82357788085938,203.34808349609375,62.04482650756836,73.99980163574219
2016-09-21,37.90149688720703,89.55845642089844,205.63482666015625,63.48190689086914,74.68118286132812
2016-09-22,38.80976867675781,89.87309265136719,206.93060302734375,63.55607986450195,74.89634704589844
2016-09-23,37.7879524230957,89.18992614746094,205.79681396484375,62.71236801147461,74.8156509399414
2016-09-26,37.8636589050293,88.79439544677734,204.12942504882812,62.43421936035156,74.46599578857422
2016-09-27,37.30544662475586,88.97418975830078,205.39663696289062,62.01701736450195,74.62738800048828
2016-09-28,39.90726852416992,91.82373046875,206.4161376953125,64.69647216796875,77.90869140625
2016-09-29,41.30752182006836,91.0326919555664,204.5486297607422,64.58521270751953,77.51420593261719
2016-09-30,41.12775802612305,92.51588439941406,206.0921630859375,65.46601104736328,78.24935913085938
2016-10-03,41.08991622924805,92.0934066772461,205.59671020507812,65.4196548461914,78.04317474365234
2016-10-04,40.56008529663086,91.0326919555664,204.5486297607422,64.75210571289062,77.32593536376953
2016-10-05,41.54405212402344,91.89564514160156,205.4538116455078,65.7441635131836,77.99835205078125
2016-10-06,42.12118148803711,91.85070037841797,205.59671020507812,65.84614562988281,78.0342025756836
2016-10-07,41.83734893798828,91.93160247802734,204.89163208007812,65.46601104736328,77.76524353027344
2016-10-10,41.99818801879883,93.46873474121094,205.95880126953125,66.49515533447266,79.28935241699219
2016-10-11,40.99530792236328,92.6237564086914,203.3575897216797,65.7348861694336,78.6617660522461
2016-10-12,41.12775802612305,91.82373046875,203.62442016601562,65.45673370361328,78.11489868164062
2016-10-13,40.109554290771484,90.6012191772461,202.9574432373047,65.09514617919922,77.6038589477539
2016-10-14,39.652793884277344,90.86189270019531,203.06224060058594,64.71501159667969,77.58594512939453
2016-10-17,39.110389709472656,91.11358642578125,202.357177734375,64.3997802734375,77.58594512939453
